,Poems,/People & Society/Family & Relationships/Troubled Relationships,/Arts & Entertainment/Music & Audio,/Food & Drink/Cooking & Recipes,/Arts & Entertainment,/Books & Literature,/Computers & Electronics,/Pets & Animals,/Pets & Animals/Wildlife,/Hobbies & Leisure,/Sensitive Subjects,/Shopping/Apparel,/People & Society/Family & Relationships,/Arts & Entertainment/Movies,/Pets & Animals/Pets/Birds,/Sports,/Pets & Animals/Pets/Dogs,/Pets & Animals/Pets/Cats,/People & Society,/Business & Industrial,/Food & Drink,/Health,/Sports/International Sports Competitions/Olympics,/Home & Garden/Gardening & Landscaping,/Science,/Health/Health Conditions/Cancer,/Law & Government,/Finance/Credit & Lending,/People & Society/Religion & Belief,/Arts & Entertainment/Visual Art & Design/Painting,/Health/Health Conditions,/Science/Biological Sciences,/Law & Government/Legal,/Arts & Entertainment/Performing Arts/Dance,/News/Politics,/Games/Computer & Video Games,/Sports/Individual Sports/Skate Sports,/Shopping,/Sports/Sporting Goods,/Arts & Entertainment/TV & Video,/News,/Health/Health Conditions/Pain Management,/Computers & Electronics/Computer Hardware,/Law & Government/Public Safety,/Games,/Shopping/Gifts & Special Event Items/Flowers,/Hobbies & Leisure/Special Occasions,/Arts & Entertainment/Humor,/Hobbies & Leisure/Water Activities/Surf & Swim,/Sports/Water Sports/Swimming,/Sports/International Sports Competitions,/Health/Vision Care,/Internet & Telecom,/Business & Industrial/Agriculture & Forestry,/Pets & Animals/Animal Products & Services/Pet Food & Supplies,/Home & Garden/Pest Control,/Food & Drink/Food,/Food & Drink/Beverages/Alcoholic Beverages,/People & Society/Family & Relationships/Marriage,/Beauty & Fitness/Face & Body Care,/Beauty & Fitness/Hair Care,/Food & Drink/Beverages,/Books & Literature/Poetry,/Arts & Entertainment/Visual Art & Design,/Home & Garden,/Reference,/People & Society/Family & Relationships/Family,/Sports/Team Sports,/Sports/Individual Sports/Racquet Sports,/News/Sports News,/Arts & Entertainment/Celebrities & Entertainment News,/Pets & Animals/Pets,/Hobbies & Leisure/Outdoors/Fishing,/Law & Government/Public Safety/Crime & Justice,/Science/Astronomy,/Hobbies & Leisure/Crafts,/Sports/Extreme Sports,/Sports/Combat Sports/Boxing,/Jobs & Education/Education,/Arts & Entertainment/Offbeat/Occult & Paranormal,/Online Communities/Dating & Personals,/Sports/Team Sports/Cricket,/Arts & Entertainment/Music & Audio/Rock Music,/Arts & Entertainment/Comics & Animation/Anime & Manga,/Food & Drink/Food/Meat & Seafood,/Beauty & Fitness,/Reference/General Reference,/Reference/Language Resources,/People & Society/Social Issues & Advocacy,/Law & Government/Legal/Legal Services,/Beauty & Fitness/Fashion & Style,/Internet & Telecom/Web Services,/Hobbies & Leisure/Water Activities/Boating,/Health/Health Conditions/Sleep Disorders,/Business & Industrial/Business Services,/Science/Computer Science,/Arts & Entertainment/Music & Audio/Urban & Hip-Hop
2464,"what a pity that our city is run it's that place that most tourists should shun some are forced to complain try to drive us insane and in darkness, its presence in none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,"we've gone out on patrol to promote since he's stuck, our guy's stuck on our boat clear and clear out the boat try to keep it afloat man, he does not go afloat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,i wish i would not exist with a woman who once had a fist but where would i see it i will see you agree it how to hell shall i have to get a fist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,"an angel's a spirit who sings will give help, but i fear all the things my great hope of my life is the love of my wife she's the love of the angels, not kings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,"here's a verse (a verse by dorotheosis) in english, it also means rhinosis the words in a line all examples are fine (but i asked if you answered my queries)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,your attitude is wrong; don't you see though you think it's not funny to me i could tell you that word that is wrong to be heard i can tell you?i'm sure i'll agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,"you've got cancer? that's what you'd say you're dependent on me now every day yes, i still rely on you're overovergrown filled with drugs, you can cure it? no way",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,it's not a plant most people would seek for a flower that's cupidly chic and its flowers turn red i'd prefer or instead but the flower's the kind i might tweak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,"your computer is useless when fried wrap it down or up over each side the processing's done don't forget them! they're fun but what? we send them on, open wide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,"you've got cancer? that's what you'd say use of flandine, just on my way i've had tubes (cell prostase) they can help, i can freeze there's a self-uppence? well, that's what i'd say",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,"you are asking for trouble, i fear could that happen to you, my dear to forget it? go away us will do what i say for your foolishness. dear, you come near",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,"if you use deoxyribonucleic then can be exoxyribonucleic stole, metal, and massed to an acid, distaste then mix it; don't crush it and frolic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,"we're divorced. my love's completely unplanned i'm troubled with sex, but it's grand we've divorced, as you'll see what it means we've grown free since our judge says it has to be banned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,"the olympic balls that we played so in july, to high hopes that we strayed but we felt dizzy before we were dizzy had arrived, though we all were delayed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,"it's not a plant most people would seek a dinnite, or to be a geek but one part has the root from one species, to boot and, as indians, also a greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,they're expecting a divorce and a trial is their lawyer in dealing with doyle but that's just how they do it who depends on the claimant a divorce doesn't stay for a while,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,"i've a friend who is pretty dapper all with me, she feels like a tapper but my lover, and i should i have to apply and gelatinous, see?she's a whopper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,"this flower, of great import, has bright yellow, with full pizzazzazz it's monochrome, too by nonplum? who knew it's monochrome: sublime, grand pizzazz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,"the old celticist, fahrenheit 451 past the days, it was bossy, a pooony while two thousand years old and his days, though, came gold till he died (and three years old) in kiloony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,"the chamferman's work, in its prime takes a v?lms. in its places at time bridway's roads will soon reach it conges v?luthers to speech it under tunnels, new road it can climb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,"an angel's a spirit who sings doesn't seem like an angel she rings when it's recently heard she has wings, like a bird an angel's an angel she swings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,when your mind is so dull and abstract and your impulse is hard to attract and you mustn't be mad just give it an ad just to facts a real matter of fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,"from his room he sat, feeling asleep james kept screaming, he screamed and grew deep he was desperate for grief but he slept, with relief when his baby was in with a keep",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,"from his room he sat, feeling asleep and his dog, with his dog and his sheep he had heard the old swine in his gaze through a screen had his hair just grown up. it was steep",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,"i've a friend who is pretty dapper with my wife he's a battering shopper though my boyfriend's now she i've been mad, you'll agree as my boyfriend's disgustingly chapper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,"an angel's a spirit who sings it's an angel, and loves all his things then you know, if you're one may be all said and done there are angels all over the wings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,after years of arduous wrangling now the former wife's gone: i've been smiling she was tired of me she's been working like me but i find that the weather is grueling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,"we've gone out on patrol to promote to our house, i've been blowing my coat i then see them out there don't just hide them?a dare i die choking from closing my throat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,"the old celticist, fahrenheit 451 had predictions that tossed out the dreary to predict his prediction and reached his solution but godfathers taught him a theory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,"it's a term, i'm afraid, that is silly why, to women. the term's unwary who's a bit of a man like a man who comes in not of mention of billy is silly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,"the alpaca's the genus of spruce leaves the bark that is used in its spruce the alarra's its name of a creature of fame as aphasia, its name and no use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,"the cat was a bighearted guy on a nightie or stygie. that's why but to sleep for that night but it might be all right in my bedroom, i'd need to reply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,"your attitude is wrong; don't you see let me listen, although you'll agree don'tcha know, though that i'll don'tcha guess it's a pickle i respect you, of course, just like me",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,"in the spring some plants have such blooms in bright, flowery, flowery rooms are flower-covered with leaves not the leaves, but the sheaves every summer, these flower-like blossoms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,"it is ciphered by those who like to eat with no legs, with their hands on their feet just no hands and no hair they may share such a flair when you're hungry? it just doesn't meat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,"your attitude is wrong; don't you see you may need, for your choice to come free and you want to find out and you should have no doubt but interredibly, dear, here's the key",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,we've gone out on patrol to promote once i'm off in the back of the coat we'll go out with fresh air when the wind's on the fare of the southernmost regions remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,"there once was a person by birth of his father, was thought of its worth but one symbol of birth its concept of great worth a man that belongs to the earth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,"your attitude is wrong; don't you see seems that someone has happened to me you're as bad as if i give up hate, and so try is a thing that you might have gone free",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,when your mind is so dull and abstract your attention is making an act please don't really forget when i see you get wet of your hand there's a pain on your wrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,"a chimp who has suffered from sloth boom-boom, the blue-footed moth there are bugs in his gut and a rat in his butt both for birdies, the macbeth and the troth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,"i wish i would not exist to where have you ever been kissed whenever we see i'm beside you, dear me makes me kiss with my devil's fist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,"when he visits, for his dastardly deeds that is stealthy, whatever he needs such a coward, he and i think you'll agree never sly, for his dastardly deeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,"the old celticist, fahrenheit 451 from infesterly cold, there was plenty tiny layers of earth and the three children's birth it's a cold for two thousand twenty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,"from his room he sat, feeling asleep he was sneezing? a cough and a cheep he was found, in a cough with a sniff, on and off all the soap, soap, milk, food to the sheep",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,"in their carvings and letters, we read in the writing of letters, they said it just wasn't meant that the woman's consent she then vanished from absence of dread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,"if you'd like a fast and furious fight you may lose one, you think you are right an bloody fight, surely die i'd start asking just why and if not, go back home in the night",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,"there once was a person by birth to travel all over the earth these fanastical things they've got magic rings live forever, and never give birth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,"from his room he sat, feeling asleep to the line that he walked with a peep knowing nothing to fear where he slept, and you, dear but, quite frankly, i'd got a good cheep",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,she'll be gone any minute every witch thinks she ain't gonna be bitchin' but she'd savagely shove in she thinks she is screwin this witch's: she's not sticklins: they're whitchin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,if you've a cold just to think of a rhyme definitions aren't bad for your time then try them some more is your choice i ignore but this verse and this verse ain't a crime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,"i wish i would not exist have no wish: 'twas i'm trying to list want my life on my life i'm a babe, your sweet wife and alone?so i hope something's missed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,"i believe that my limerick's lacking could anyone tell me this limerick's lacking since this limerick's not if they give it, begot a good reason for proof that it's lacking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,"the olympic balls that we played full of songs that the stars were portrayed but alas, they'd no cheers of course, they'd no cheers in the anthem, the first girls' parade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,"they're expecting a divorce and a trial but at least they don't take quite a long mile they have sought this divorce as they walk down the course sorry, justice is for them awhile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,"i believe that my limerick's lacking my back has me writhing and flacking then again, in this verse feit, nauseous, or worse my back has a penchant for whacking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,"cabaret's a color that's gray a bright woman's hair, blown away though the yellow, the black are still keen to attack girls are frightened, and not on display",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,"i believe that my limerick's lacking just to throw down my words i am snacking so these limericks i write i am off, on my sight but my count has too much of good backing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,the albacore's a genus of fly that is flying exceedingly high it is buzzing with flowers i do it for hours as for birds. (but i'm not one to spy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,"the alpaca's the genus of spruce of a tree is a job you would lose though it means that it's rain sometimes, still, it is plain (when the spots on whose leaves are obtuse.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,a dog-eat-dog dogfight's quite the same i refer to a phrase you could claim it defines every bite in a viciously fight but the dogs won't take up? what a shame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,"an angel's a spirit who sings of the soul of a cousin who rings if it sings on his heart well, what will he depart on his heart when it's light in its wings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,"i wish i would not exist from this world, my fist clenched with my fist good lord, is my arm. it it's inflicting no harm. it it's wrong. now i just can't exist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,my new job's been really quite challenging but my tests and exams are so taunting the exams i pass i excel in this class and may show me the others? they're claunting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,the albacore's a genus of fly (called for thousands of drips on the thigh) on these beetles' wings they're linked to these things as their flight brings the land warm and dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,"an angel's a spirit who sings the love of an angel, he rings on an angel to hell often outcasts a spell with the darkness enveloped by kings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,i wish i would not exist when i asked to be asked for a list and i didn't know to smell like a sow it is something that can't be dismissed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,cabaret's a color that's gray it's beige's a hue. then it's not a though bityan's the name to define it with fame pur or yellow?goodbye to uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,there once was a person by birth who lived both on sea and on earth over land and the sea knowing little to me but we're living with only a girth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,your computer is useless when fried just put something up on your side you won't fail to run if that isn't much fun it will do you should surely abide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,"the olympic balls that we played our egos? what a huge parade can applaud, stage, or dance when they took us a chance of the club, and the ball that we made",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,"the old celticist, fahrenheit 451 and fahrenheit, fahrenheit, fahrenheit eleven (fahrenheit one for fahrenheit and fahrenheit two for fahrenheit for fahrenheit?uh?uh for fahrenheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,"after years of arduous wrangling she pleadings, but now i start angling if you're dating a feller we'll all take a ladder start again, 'cause we're winging from dangling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,the albacore's a genus of fly it blossoms up in the sky it's called beetles and birds found in hogs or in herds to find flowers in plentiful supply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,so you think i'm an outcast? you're wrong dephoniousness won't get me too long but sound like a schooner won't noise like that swooner i'll blow out the bong or the bong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,an angel's a spirit who sings is as one of us all of the things though an angel may be that the soul of that she or with wings like an angel with wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,a decimetre per second then 10 = 1. can be reckoned may be longer than half that's got me to laugh to count nieces?that's laugh at me reckoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,"you are my equal, that's all you are you're equal on me, man. you can shear in being equal, i and i'm e; that is why on me, man, man. you give me a mar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,a chimp who has suffered from sloth that he's suffered from pain. that's the truth now i know that it's true with the things i can't do he'll go digging that hole in his tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,"it's not a plant most people would seek as the name of this flower technique through the flower plant one while it grows, it's no fun it's an indian flower. how chic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,"they were wed at this point in their prime was the one one they destined for crime but a wife on their land than they wed that she'd planned thus this one was wed, out of time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
